,Age Group,Sex,Year,Population_2018,Population_2022,Population_Difference,Percentage_Difference
1944,60-64,persons,2048,3697926.0,3892447.0,194521.0,5.2602729205506
1945,65-69,persons,2048,3513925.0,3498510.0,-15415.0,-0.4386832388283757
1946,70-74,persons,2048,3048052.0,2965253.0,-82799.0,-2.7164562809295902
1947,75-79,persons,2048,3092160.0,2975167.0,-116993.0,-3.783536427610473
1948,80-84,persons,2048,2693698.0,2583226.0,-110472.0,-4.101127891842367
1949,85-89,persons,2048,1812561.0,1741839.0,-70722.0,-3.9017721334619915
1950,90-94,persons,2048,855931.0,828403.0,-27528.0,-3.2161470959691845
1951,95-99,persons,2048,261003.0,251105.0,-9898.0,-3.792293575169634
1952,100&over,persons,2048,41558.0,37576.0,-3982.0,-9.581789306511382
1953,0-4,male,2049,1752901.0,1586074.0,-166827.0,-9.517194639058339
1954,5-9,male,2049,1787320.0,1617562.0,-169758.0,-9.497907481592552
1955,10-14,male,2049,1752751.0,1619826.0,-132925.0,-7.583792563803986
1956,15-19,male,2049,1738689.0,1662526.0,-76163.0,-4.3804843764468515
1957,20-24,male,2049,1817073.0,1838617.0,21544.0,1.1856430644228382
1958,25-29,male,2049,1888974.0,1989499.0,100525.0,5.321671976427416
1959,30-34,male,2049,2003203.0,2227834.0,224631.0,11.21359143331954
1960,35-39,male,2049,2072954.0000000002,2369604.0,296649.99999999977,14.310496036091477
1961,40-44,male,2049,1937162.0,2345424.0,408262.0,21.075263710520854
1962,45-49,male,2049,1761320.0,2251042.0,489722.0,27.804260441032863
1963,50-54,male,2049,1863579.0,2187288.0,323709.0,17.370285885385055
1964,55-59,male,2049,1916846.0,2083734.0,166888.0,8.706385385158745
1965,60-64,male,2049,1823598.0,1896141.0,72543.0,3.97801489143989
1966,65-69,male,2049,1709725.0,1681147.0,-28578.0,-1.6714968781529191
1967,70-74,male,2049,1480615.0,1420939.0,-59676.0,-4.0304873312778815
1968,75-79,male,2049,1431905.0,1351565.0,-80340.0,-5.61070741424885
1969,80-84,male,2049,1236205.0,1157708.0,-78497.0,-6.3498367989128015
1970,85-89,male,2049,823680.0,763294.0,-60386.0,-7.331245143745144
1971,90-94,male,2049,367233.0,334098.0,-33135.0,-9.022881930545458
1972,95-99,male,2049,100755.0,85558.0,-15197.0,-15.08312242568607
1973,100&over,male,2049,14422.0,10467.0,-3955.0,-27.423380945777286
1974,0-4,female,2049,1670707.0,1508068.0,-162639.0,-9.734741040768968
1975,5-9,female,2049,1704574.0,1535997.0,-168577.0,-9.88968504740774
1976,10-14,female,2049,1669544.0,1537640.0,-131904.0,-7.900600403463461
1977,15-19,female,2049,1648218.0,1573153.0,-75065.0,-4.554312596998698
1978,20-24,female,2049,1712584.0,1735287.0,22703.0,1.3256576027803602
1979,25-29,female,2049,1784513.0,1890618.0,106105.0,5.945879912334625
1980,30-34,female,2049,1899209.0,2132798.0,233589.0,12.299278278483305
1981,35-39,female,2049,1983488.0,2271359.0,287871.0,14.513372402555499
1982,40-44,female,2049,1868031.0,2248659.0,380628.0,20.37589311954673
1983,45-49,female,2049,1708198.0,2199579.0,491381.0,28.76604468568632
1984,50-54,female,2049,1818407.0,2227250.0,408843.0,22.4835804085664
1985,55-59,female,2049,1915102.0,2205785.0,290683.0,15.178460468424138
1986,60-64,female,2049,1900705.0,2069701.0,168996.0,8.891227202538007
1987,65-69,female,2049,1826384.0,1854972.0,28588.0,1.5652787146624147
1988,70-74,female,2049,1594973.0,1579061.0,-15912.0,-0.9976344427147044
1989,75-79,female,2049,1603713.0,1565869.0,-37844.0,-2.3597738498097853
1990,80-84,female,2049,1464498.0,1433389.0,-31109.0,-2.1242091146590845
1991,85-89,female,2049,1052917.0,1036948.0,-15969.0,-1.516643762043922
1992,90-94,female,2049,522086.0,526914.0,4828.0,0.9247518608045417
1993,95-99,female,2049,166229.0,170128.0,3899.0,2.3455594390870425
1994,100&over,female,2049,28117.0,27796.0,-321.0,-1.1416580716292635
1995,0-4,persons,2049,3423608.0,3094142.0,-329466.0,-9.623356412299538
1996,5-9,persons,2049,3491894.0,3153559.0,-338335.0,-9.689154367228788
1997,10-14,persons,2049,3422295.0,3157466.0,-264829.0,-7.738345174802289
1998,15-19,persons,2049,3386907.0,3235679.0,-151228.0,-4.465076838543249
1999,20-24,persons,2049,3529657.0,3573904.0,44247.0,1.2535778972291074
2000,25-29,persons,2049,3673487.0,3880117.0,206630.0,5.624900809503341
2001,30-34,persons,2049,3902412.0,4360632.0,458220.0,11.741968813134031
2002,35-39,persons,2049,4056442.0,4640963.0,584521.0,14.409696970892224
2003,40-44,persons,2049,3805193.0,4594083.0,788890.0,20.731931336991316
2004,45-49,persons,2049,3469518.0,4450621.0,981103.0,28.277789594981208
2005,50-54,persons,2049,3681986.0,4414538.0,732552.0,19.89556722920728
2006,55-59,persons,2049,3831948.0,4289519.0,457571.0,11.940950138154276
2007,60-64,persons,2049,3724303.0,3965842.0,241539.0,6.485481981460691
2008,65-69,persons,2049,3536109.0,3536119.0,10.0,0.0002827967124316586
2009,70-74,persons,2049,3075588.0,3000000.0,-75588.0,-2.4576763857837918
2010,75-79,persons,2049,3035618.0,2917434.0,-118184.0,-3.893243484522756
2011,80-84,persons,2049,2700703.0,2591097.0,-109606.0,-4.058424787916332
2012,85-89,persons,2049,1876597.0,1800242.0,-76355.0,-4.068801133114889
2013,90-94,persons,2049,889319.0,861012.0,-28307.0,-3.1829973271683167
2014,95-99,persons,2049,266984.0,255686.0,-11298.0,-4.2317142600305635
2015,100&over,persons,2049,42539.0,38263.0,-4276.0,-10.051952326100755
2016,0-4,male,2050,1748329.0,1581980.0,-166349.0,-9.514742362564483
2017,5-9,male,2050,1794843.0,1620867.0,-173976.0,-9.693104076512542
2018,10-14,male,2050,1768956.0,1625489.0,-143467.0,-8.110263907072872
2019,15-19,male,2050,1748088.0,1665282.0,-82806.0,-4.736946881392699
2020,20-24,male,2050,1818077.0,1841716.0,23639.0,1.3002199576805602
2021,25-29,male,2050,1883855.0,1971371.0,87516.0,4.645580471957767
2022,30-34,male,2050,1977899.0,2211193.0,233294.0,11.795041101694274
2023,35-39,male,2050,2073835.9999999998,2359387.0,285551.00000000023,13.769218009524392
2024,40-44,male,2050,1977483.0,2359007.0,381524.0,19.293414911784325
2025,45-49,male,2050,1768234.0,2271526.0,503292.0,28.46297492300227
2026,50-54,male,2050,1846655.0,2199658.0,353003.0,19.1158066883094
2027,55-59,male,2050,1902085.0,2093566.0,191481.0,10.066900269966904
2028,60-64,male,2050,1838147.0,1926010.0,87863.0,4.779976791845266
2029,65-69,male,2050,1717346.0,1696068.0,-21278.0,-1.2390048365326498
2030,70-74,male,2050,1510415.0,1451217.0,-59198.0,-3.919320186836068
2031,75-79,male,2050,1408975.0,1329801.0,-79174.0,-5.6192622296350185
2032,80-84,male,2050,1233062.0,1153715.0,-79347.0,-6.434956230911341
2033,85-89,male,2050,849692.0,785162.0,-64530.0,-7.594516601309651
2034,90-94,male,2050,383114.0,348999.0,-34115.0,-8.904660231680388
2035,95-99,male,2050,103528.0,87545.0,-15983.0,-15.438335522757129
2036,100&over,male,2050,14602.0,10481.0,-4121.0,-28.222161347760583
2037,0-4,female,2050,1666341.0,1504165.0,-162176.0,-9.732461723020679
2038,5-9,female,2050,1711734.0,1539146.0,-172588.0,-10.082641344975329
2039,10-14,female,2050,1684966.0,1543031.0,-141935.0,-8.423612108493582
2040,15-19,female,2050,1657156.0,1575763.0,-81393.0,-4.911607597594916
2041,20-24,female,2050,1713509.0,1738327.0,24818.0,1.448372900288239
2042,25-29,female,2050,1779535.0,1871906.0,92371.0,5.190738029878592
2043,30-34,female,2050,1876433.0,2116595.0,240162.0,12.798858259261056
2044,35-39,female,2050,1982591.0,2262171.0,279580.0,14.101748671309414
2045,40-44,female,2050,1906746.0,2266375.0,359629.0,18.860876068443304
2046,45-49,female,2050,1715855.0,2202980.0,487125.0,28.389636653446825
2047,50-54,female,2050,1798472.0,2222725.0,424253.0,23.58963609108176
2048,55-59,female,2050,1895961.0,2203232.0,307271.0,16.20660973511586
2049,60-64,female,2050,1904450.0,2100041.0,195591.0,10.270209246764157
2050,65-69,female,2050,1830880.0,1875195.0,44315.0,2.4204207812636547
2051,70-74,female,2050,1628367.0,1618024.0,-10343.0,-0.6351762225591651
2052,75-79,female,2050,1574649.0,1538560.0,-36089.0,-2.2918758402666244
2053,80-84,female,2050,1458212.0,1427815.0,-30397.0,-2.0845391479428232
2054,85-89,female,2050,1086166.0,1069197.0,-16969.0,-1.562284218066115
2055,90-94,female,2050,542931.0,548184.0,5253.0,0.9675262602430142
2056,95-99,female,2050,169686.0,173020.0,3334.0,1.964805582075127
2057,100&over,female,2050,28478.0,28009.0,-469.0,-1.6468853149799845
2058,0-4,persons,2050,3414670.0,3086145.0,-328525.0,-9.6209882653375
2059,5-9,persons,2050,3506577.0,3160013.0,-346564.0,-9.8832565205327
2060,10-14,persons,2050,3453922.0,3168520.0,-285402.0,-8.263128119280053
2061,15-19,persons,2050,3405244.0,3241045.0,-164199.0,-4.821945211561932
2062,20-24,persons,2050,3531586.0,3580043.0,48457.0,1.372103072104148
2063,25-29,persons,2050,3663390.0,3843277.0,179887.0,4.910397200407273
2064,30-34,persons,2050,3854332.0,4327788.0,473456.0,12.283736844672436
2065,35-39,persons,2050,4056427.0,4621558.0,565131.0,13.931743379087063
2066,40-44,persons,2050,3884229.0,4625382.0,741153.0,19.08108404525068
2067,45-49,persons,2050,3484089.0,4474506.0,990417.0,28.426857063639876
2068,50-54,persons,2050,3645127.0,4422383.0,777256.0,21.323152800986083
2069,55-59,persons,2050,3798046.0,4296798.0,498752.0,13.131805144013528
2070,60-64,persons,2050,3742597.0,4026051.0,283454.0,7.5737248760686775
2071,65-69,persons,2050,3548226.0,3571263.0,23037.0,0.6492540215871254
2072,70-74,persons,2050,3138782.0,3069241.0,-69541.0,-2.215540932756719
2073,75-79,persons,2050,2983624.0,2868361.0,-115263.0,-3.863187854769904
2074,80-84,persons,2050,2691274.0,2581530.0,-109744.0,-4.077771345466868
2075,85-89,persons,2050,1935858.0,1854359.0,-81499.0,-4.209967879875487
2076,90-94,persons,2050,926045.0,897183.0,-28862.0,-3.1166951929981805
2077,95-99,persons,2050,273214.0,260565.0,-12649.0,-4.629704187925948
2078,100&over,persons,2050,43080.0,38490.0,-4590.0,-10.654596100278551
2079,0-4,male,2051,1742315.0,1576280.0,-166035.0,-9.529562679538431
2080,5-9,male,2051,1799634.0,1622979.0,-176655.0,-9.81616261973268
2081,10-14,male,2051,1784801.0,1631346.0,-153455.0,-8.597877298365477
2082,15-19,male,2051,1759310.0,1668637.0,-90673.0,-5.153895561328021
2083,20-24,male,2051,1820316.0,1843923.0,23607.0,1.2968627425128383
2084,25-29,male,2051,1880399.0,1962607.0,82208.0,4.371838104572487
2085,30-34,male,2051,1948400.0,2181620.0,233220.0,11.969821391911312
2086,35-39,male,2051,2069353.9999999998,2348302.0,278948.00000000023,13.479955580340544
2087,40-44,male,2051,2010465.0,2381343.0,370878.0,18.447374114943557
2088,45-49,male,2051,1798773.0,2291614.0,492841.0,27.398732358113005
2089,50-54,male,2051,1818254.0,2206696.0,388442.0,21.36346187056374
2090,55-59,male,2051,1883770.0,2098761.0,214991.0,11.412805172605998
2091,60-64,male,2051,1859054.0,1959259.0,100205.0,5.390107011415483
2092,65-69,male,2051,1725823.0,1715985.0,-9838.0,-0.5700468703916913
2093,70-74,male,2051,1544120.0,1484498.0,-59622.0,-3.8612284019376735
2094,75-79,male,2051,1375548.0,1298181.0,-77367.0,-5.624449310383934
2095,80-84,male,2051,1237542.0,1157243.0,-80299.0,-6.48858786206852
2096,85-89,male,2051,868605.0,800665.0,-67940.0,-7.821737153251478
2097,90-94,male,2051,400877.0,364951.0,-35926.0,-8.961851141372541
2098,95-99,male,2051,107794.0,90977.0,-16817.0,-15.601053861996029
2099,100&over,male,2051,14767.0,10509.0,-4258.0,-28.83456355387012
2100,0-4,female,2051,1660605.0,1498731.0,-161874.0,-9.747893087157994
2101,5-9,female,2051,1716294.0,1541158.0,-175136.0,-10.20431231478989
2102,10-14,female,2051,1700047.0,1548594.0,-151453.0,-8.908753699162435
2103,15-19,female,2051,1667825.0,1578942.0,-88883.0,-5.3292761530736135
2104,20-24,female,2051,1715627.0,1740437.0,24810.0,1.4461185327579946
2105,25-29,female,2051,1776156.0,1862735.0,86579.0,4.874515526789313
2106,30-34,female,2051,1849268.0,2088512.0,239244.0,12.937227054164136
2107,35-39,female,2051,1977326.0,2251770.0,274444.0,13.879552486539904
2108,40-44,female,2051,1938293.0,2289416.0,351123.0,18.115063099335345
2109,45-49,female,2051,1743032.0,2208784.0,465752.0,26.720794569462868
2110,50-54,female,2051,1773899.0,2217460.0,443561.0,25.004862170845126
2111,55-59,female,2051,1868929.0,2195083.0,326154.0,17.451385258616032
2112,60-64,female,2051,1915013.0,2129128.0,214115.0,11.180864046353731
2113,65-69,female,2051,1835869.0,1899118.0,63249.0,3.445180456775511
2114,70-74,female,2051,1666719.0,1663107.0,-3612.0,-0.21671319520567053
2115,75-79,female,2051,1533044.0,1498532.0,-34512.0,-2.251207401744503
2116,80-84,female,2051,1461038.0,1431211.0,-29827.0,-2.041493787293691
2117,85-89,female,2051,1110637.0,1092810.0,-17827.0,-1.605114902528909
2118,90-94,female,2051,566337.0,571682.0,5345.0,0.9437843545450855
2119,95-99,female,2051,175295.0,178161.0,2866.0,1.634958213297584
2120,100&over,female,2051,28680.0,28075.0,-605.0,-2.109483960948396
2121,0-4,persons,2051,3402920.0,3075011.0,-327909.0,-9.636106637828687
2122,5-9,persons,2051,3515928.0,3164137.0,-351791.0,-10.00563720303715
2123,10-14,persons,2051,3484848.0,3179940.0,-304908.0,-8.749535130370106
2124,15-19,persons,2051,3427135.0,3247579.0,-179556.0,-5.2392450253637515
2125,20-24,persons,2051,3535943.0,3584360.0,48417.0,1.3692811224615329
2126,25-29,persons,2051,3656555.0,3825342.0,168787.0,4.616011519039096
2127,30-34,persons,2051,3797668.0,4270132.0,472464.0,12.440897940525607
2128,35-39,persons,2051,4046680.0,4600072.0,553392.0,13.675210295847458
2129,40-44,persons,2051,3948758.0,4670759.0,722001.0,18.28425545449987
2130,45-49,persons,2051,3541805.0,4500398.0,958593.0,27.065098163224683
2131,50-54,persons,2051,3592153.0,4424156.0,832003.0,23.1616804740778
2132,55-59,persons,2051,3752699.0,4293844.0,541145.0,14.42015466734742
2133,60-64,persons,2051,3774067.0,4088387.0,314320.0,8.32841600321351
2134,65-69,persons,2051,3561692.0,3615103.0,53411.0,1.4995962593059704
2135,70-74,persons,2051,3210839.0,3147605.0,-63234.0,-1.9693918007100324
2136,75-79,persons,2051,2908592.0,2796713.0,-111879.0,-3.8465002998014164
2137,80-84,persons,2051,2698580.0,2588454.0,-110126.0,-4.08088698500693
2138,85-89,persons,2051,1979242.0,1893475.0,-85767.0,-4.33332558625979
2139,90-94,persons,2051,967214.0,936633.0,-30581.0,-3.161761512964039
2140,95-99,persons,2051,283089.0,269138.0,-13951.0,-4.928132142188499
2141,100&over,persons,2051,43447.0,38584.0,-4863.0,-11.192947729417451
2142,0-4,male,2052,1735336.0,1569089.0,-166247.0,-9.580104371718216
2143,5-9,male,2052,1801692.0,1623847.0,-177845.0,-9.870999038681418
2144,10-14,male,2052,1799493.0,1637157.0,-162336.0,-9.021207640151976
2145,15-19,male,2052,1772287.0,1672712.0,-99575.0,-5.6184466737046534
2146,20-24,male,2052,1824186.0,1845741.0,21555.0,1.1816229266094576
2147,25-29,male,2052,1878920.0,1951063.0,72143.0,3.8395993443041747
2148,30-34,male,2052,1924959.0,2163859.0,238900.0,12.410653941200826
2149,35-39,male,2052,2047982.0,2328843.0,280861.0,13.714036549149359
2150,40-44,male,2052,2043474.0,2399401.0,355927.0,17.417740573161193
2151,45-49,male,2052,1844349.0,2311198.0,466849.0,25.312400201914066
2152,50-54,male,2052,1785043.0,2207984.0,422941.0,23.693602899201867
2153,55-59,male,2052,1873975.0,2113860.0,239885.0,12.800864472578343
2154,60-64,male,2052,1876970.0,1989139.0,112169.0,5.976067811419469
2155,65-69,male,2052,1730532.0,1741248.0,10716.0,0.6192315426701153
2156,70-74,male,2052,1577778.0,1520714.0,-57064.0,-3.61673188496734
2157,75-79,male,2052,1345785.0,1270931.0,-74854.0,-5.56210687442645
2158,80-84,male,2052,1234630.0,1151659.0,-82971.0,-6.720312968257697
2159,85-89,male,2052,883890.0,813271.0,-70619.0,-7.989568837751304
2160,90-94,male,2052,419771.0,381339.0,-38432.0,-9.1554681004643
2161,95-99,male,2052,113072.0,95340.0,-17732.0,-15.682043299844347
2162,100&over,male,2052,15003.0,10578.0,-4425.0,-29.494101179764048
2163,0-4,female,2052,1653947.0,1491877.0,-162070.0,-9.798983885215186
2164,5-9,female,2052,1718250.0,1541989.0,-176261.0,-10.258169649352538
2165,10-14,female,2052,1714035.0,1554114.0,-159921.0,-9.330089525593117
2166,15-19,female,2052,1680167.0,1582823.0,-97344.0,-5.793709791943301
2167,20-24,female,2052,1719293.0,1742113.0,22820.0,1.3272897638738714
2168,25-29,female,2052,1774686.0,1851289.0,76603.0,4.316425553590888
2169,30-34,female,2052,1827702.0,2070460.0,242758.0,13.282143369105029
2170,35-39,female,2052,1955687.0,2233016.0,277329.0,14.180643426069715
2171,40-44,female,2052,1971888.0,2308670.0,336782.0,17.07916473957953
2172,45-49,female,2052,1785727.0,2219517.0,433790.0,24.29206704048267
2173,50-54,female,2052,1740319.0,2202302.0,461983.0,26.545880381700137
2174,55-59,female,2052,1846381.0,2197086.0,350705.0,18.994183757306864
2175,60-64,female,2052,1920688.0,2150104.0,229416.0,11.944469898286448
2176,65-69,female,2052,1842562.0,1933624.0,91062.0,4.942140345887954
2177,70-74,female,2052,1709733.0,1710129.0,396.0,0.023161511183325118
2178,75-79,female,2052,1497189.0,1466443.0,-30746.0,-2.053581745524446
2179,80-84,female,2052,1454461.0,1423347.0,-31114.0,-2.1392117079797943
2180,85-89,female,2052,1126967.0,1108195.0,-18772.0,-1.6657098211393946
2181,90-94,female,2052,591203.0,597123.0,5920.0,1.001348098707212
2182,95-99,female,2052,182784.0,185337.0,2553.0,1.3967305672268908
2183,100&over,female,2052,29005.0,28255.0,-750.0,-2.585761075676608
2184,0-4,persons,2052,3389283.0,3060966.0,-328317.0,-9.686916082251026
2185,5-9,persons,2052,3519942.0,3165836.0,-354106.0,-10.05999530674085
2186,10-14,persons,2052,3513528.0,3191271.0,-322257.0,-9.171892183582997
2187,15-19,persons,2052,3452454.0,3255535.0,-196919.0,-5.703740006383865
2188,20-24,persons,2052,3543479.0,3587854.0,44375.0,1.252300352280908
2189,25-29,persons,2052,3653606.0,3802352.0,148746.0,4.071210743577715
2190,30-34,persons,2052,3752661.0,4234319.0,481658.0,12.835105542440417
2191,35-39,persons,2052,4003669.0,4561859.0,558190.0,13.941961735598024
2192,40-44,persons,2052,4015362.0,4708071.0,692709.0,17.25147072667421
2193,45-49,persons,2052,3630076.0,4530715.0,900639.0,24.810472287632546
2194,50-54,persons,2052,3525362.0,4410286.0,884924.0,25.1016491356065
2195,55-59,persons,2052,3720356.0,4310946.0,590590.0,15.874556090868724
2196,60-64,persons,2052,3797658.0,4139243.0,341585.0,8.994622475220254
2197,65-69,persons,2052,3573094.0,3674872.0,101778.0,2.848455708134183
2198,70-74,persons,2052,3287511.0,3230843.0,-56668.0,-1.7237356772342358
2199,75-79,persons,2052,2842974.0,2737374.0,-105600.0,-3.7144201811201936
2200,80-84,persons,2052,2689091.0,2575006.0,-114085.0,-4.242511688894128
2201,85-89,persons,2052,2010857.0,1921466.0,-89391.0,-4.44541804812575
2202,90-94,persons,2052,1010974.0,978462.0,-32512.0,-3.215908618817101
2203,95-99,persons,2052,295856.0,280677.0,-15179.0,-5.130536477205127
2204,100&over,persons,2052,44008.0,38833.0,-5175.0,-11.759225595346301
2205,0-4,male,2053,1727886.0,1560904.0,-166982.0,-9.663947737292853
2206,5-9,male,2053,1801135.0,1623225.0,-177910.0,-9.87766047520036
2207,10-14,male,2053,1812317.0,1642472.0,-169845.0,-9.37170483971623
2208,15-19,male,2053,1786790.0,1677501.0,-109289.0,-6.116499420748941
2209,20-24,male,2053,1829998.0,1847611.0,17613.0,0.9624600682623697
2210,25-29,male,2053,1878608.0,1954754.0,76146.0,4.0533203307981225
2211,30-34,male,2053,1909678.0,2137594.0,227916.0,11.934786911720195
2212,35-39,male,2053,2025920.0,2310742.0,284822.0,14.058896698783762
2213,40-44,male,2053,2056176.0,2397990.0,341814.0,16.623771505941125
2214,45-49,male,2053,1895483.0,2333672.0,438189.0,23.11753785182985
2215,50-54,male,2053,1765944.0,2219009.0,453065.0,25.655683305925898
2216,55-59,male,2053,1862125.0,2131942.0,269817.0,14.489736188494328
2217,60-64,male,2053,1876356.0,2003042.0,126686.0,6.75170383445359
2218,65-69,male,2053,1746834.0,1776352.0,29518.0,1.6897999466463327
2219,70-74,male,2053,1607434.0,1553349.0,-54085.0,-3.3646793585304278
2220,75-79,male,2053,1331699.0,1258212.0,-73487.0,-5.518289042794205
2221,80-84,male,2053,1225532.0,1140392.0,-85140.0,-6.947187017556457
2222,85-89,male,2053,892524.0,820873.0,-71651.0,-8.02790737279894
2223,90-94,male,2053,437895.0,396791.0,-41104.0,-9.386725128169996
2224,95-99,male,2053,119186.0,100563.0,-18623.0,-15.625157317134564
2225,100&over,male,2053,15557.0,10894.0,-4663.0,-29.973645304364595
2226,0-4,female,2053,1646836.0,1484066.0,-162770.0,-9.883801422849633
2227,5-9,female,2053,1717703.0,1541393.0,-176310.0,-10.264288995245394
2228,10-14,female,2053,1726254.0,1559171.0,-167083.0,-9.67893484968029
2229,15-19,female,2053,1693960.0,1587377.0,-106583.0,-6.291943139153227
2230,20-24,female,2053,1724812.0,1743846.0,19034.0,1.1035405597827472
2231,25-29,female,2053,1774328.0,1855087.0,80759.0,4.551525986176175
2232,30-34,female,2053,1814352.0,2043904.0,229552.0,12.652010194273217
2233,35-39,female,2053,1934622.0,2216247.0,281625.0,14.557107279871728
2234,40-44,female,2053,1983141.0,2306807.0,323666.0,16.320876831249016
2235,45-49,female,2053,1835125.0,2242670.0,407545.0,22.208023976568352
2236,50-54,female,2053,1720170.0,2192360.0,472190.0,27.450193876186656
2237,55-59,female,2053,1829114.0,2200355.0,371241.0,20.296219918496057
2238,60-64,female,2053,1907298.0,2153190.0,245892.0,12.892164727273872
2239,65-69,female,2053,1854975.0,1974955.0,119980.0,6.468011698270866
2240,70-74,female,2053,1747920.0,1754786.0,6866.0,0.3928097395761819
2241,75-79,female,2053,1478276.0,1452363.0,-25913.0,-1.7529202936393473
2242,80-84,female,2053,1439386.0,1406700.0,-32686.0,-2.270829367521985
2243,85-89,female,2053,1136133.0,1117898.0,-18235.0,-1.6050057519674192
2244,90-94,female,2053,615749.0,621639.0,5890.0,0.956558597740313
2245,95-99,female,2053,191542.0,193795.0,2253.0,1.176243330444498
2246,100&over,female,2053,29796.0,28872.0,-924.0,-3.1010873942811115
2247,0-4,persons,2053,3374722.0,3044970.0,-329752.0,-9.771234489833533
2248,5-9,persons,2053,3518838.0,3164618.0,-354220.0,-10.066391234833771
2249,10-14,persons,2053,3538571.0,3201643.0,-336928.0,-9.52158371274732
2250,15-19,persons,2053,3480750.0,3264878.0,-215872.0,-6.201881778352367
2251,20-24,persons,2053,3554810.0,3591457.0,36647.0,1.0309130445790353
2252,25-29,persons,2053,3652936.0,3809841.0,156905.0,4.295312044886634
2253,30-34,persons,2053,3724030.0,4181498.0,457468.0,12.284218977827784
2254,35-39,persons,2053,3960542.0,4526989.0,566447.0,14.30225964022096
2255,40-44,persons,2053,4039317.0,4704797.0,665480.0,16.475062492000504
2256,45-49,persons,2053,3730608.0,4576342.0,845734.0,22.67013848680966
2257,50-54,persons,2053,3486114.0,4411369.0,925255.0,26.541157288602722
2258,55-59,persons,2053,3691239.0,4332297.0,641058.0,17.367014165162427
2259,60-64,persons,2053,3783654.0,4156232.0,372578.0,9.847042039256232
2260,65-69,persons,2053,3601809.0,3751307.0,149498.0,4.15063652736722
2261,70-74,persons,2053,3355354.0,3308135.0,-47219.0,-1.4072732713150384
2262,75-79,persons,2053,2809975.0,2710575.0,-99400.0,-3.5373980195553343
2263,80-84,persons,2053,2664918.0,2547092.0,-117826.0,-4.421374316207853
2264,85-89,persons,2053,2028657.0,1938771.0,-89886.0,-4.430813094574391
2265,90-94,persons,2053,1053644.0,1018430.0,-35214.0,-3.3421155532608737
2266,95-99,persons,2053,310728.0,294358.0,-16370.0,-5.268273216446538
2267,100&over,persons,2053,45353.0,39766.0,-5587.0,-12.31892046832624
2268,0-4,male,2054,1720440.0,1552298.0,-168142.0,-9.773197554114065
2269,5-9,male,2054,1798434.0,1620851.0,-177583.0,-9.874312874422971
2270,10-14,male,2054,1822525.0,1646870.0,-175655.0,-9.638002222191739
2271,15-19,male,2054,1802493.0,1682815.0,-119678.0,-6.639581956767654
2272,20-24,male,2054,1837667.0,1849844.0,12177.0,0.662633654519562
2273,25-29,male,2054,1878744.0,1959268.0,80524.0,4.286054938831475
2274,30-34,male,2054,1906026.0,2113210.0,207184.0,10.869946160230763
2275,35-39,male,2054,1998721.0,2298441.0,299720.0,14.995589679600105
2276,40-44,male,2054,2064327.0000000002,2391620.0,327292.99999999977,15.854707127310727
2277,45-49,male,2054,1935383.0,2343873.0,408490.0,21.106416662748405
2278,50-54,male,2054,1758098.0,2234181.0,476083.0,27.079434707280253
2279,55-59,male,2054,1846295.0,2148585.0,302290.0,16.372789830444216
2280,60-64,male,2054,1878515.0,2021991.0,143476.0,7.63773512588401
2281,65-69,male,2054,1763665.0,1810960.0,47295.0,2.6816317157736873
2282,70-74,male,2054,1616885.0,1568190.0,-48695.0,-3.0116551269880047
2283,75-79,male,2054,1346760.0,1273662.0,-73098.0,-5.4276931301790965
2284,80-84,male,2054,1206524.0,1120873.0,-85651.0,-7.098988499192722
2285,85-89,male,2054,898571.0,826351.0,-72220.0,-8.037205741115617
2286,90-94,male,2054,456419.0,412081.0,-44338.0,-9.714319517811484
2287,95-99,male,2054,125403.0,105921.0,-19482.0,-15.535513504461615
2288,100&over,male,2054,16186.0,11294.0,-4892.0,-30.223650067959966
2289,0-4,female,2054,1639738.0,1475863.0,-163875.0,-9.993974647169242
2290,5-9,female,2054,1715118.0,1539126.0,-175992.0,-10.261218178574302
2291,10-14,female,2054,1735969.0,1563362.0,-172607.0,-9.942977092332871
2292,15-19,female,2054,1708902.0,1592425.0,-116477.0,-6.815896991167428
2293,20-24,female,2054,1732109.0,1745934.0,13825.0,0.7981599310436006
2294,25-29,female,2054,1774405.0,1859568.0,85163.0,4.799524347598209
2295,30-34,female,2054,1810722.0,2020275.0,209553.0,11.57289744091031
2296,35-39,female,2054,1909455.0,2202751.0,293296.0,15.360194401020186
2297,40-44,female,2054,1989999.0,2301602.0,311603.0,15.658450079623156
2298,45-49,female,2054,1873371.0,2255918.0,382547.0,20.420247777936137
2299,50-54,female,2054,1711726.0,2189444.0,477718.0,27.908555458058125
2300,55-59,female,2054,1811580.0,2198824.0,387244.0,21.376036388125282
2301,60-64,female,2054,1897533.0,2162619.0,265086.0,13.970033722733676
2302,65-69,female,2054,1864897.0,2012271.0,147374.0,7.9025275926767
2303,70-74,female,2054,1761318.0,1777317.0,15999.0,0.9083538577360818
2304,75-79,female,2054,1492359.0,1472371.0,-19988.0,-1.3393560128628568
2305,80-84,female,2054,1413517.0,1380226.0,-33291.0,-2.355189219514162
2306,85-89,female,2054,1141781.0,1123990.0,-17791.0,-1.5581797209797676
2307,90-94,female,2054,640732.0,645934.0,5202.0,0.811883907780476
