Age,Sex,Year,Population_2018,Population_2022,Population_Difference,Percentage_Change
55-59,male,2057,1769861.0,2169964,400103.0,22.60646457546666
60-64,male,2057,1838264.0,2053171,214907.0,11.69075823711937
65-69,male,2057,1817416.0,1902295,84879.0,4.670312135471461
70-74,male,2057,1640028.0,1628089,-11939.0,-0.7279753760301653
75-79,male,2057,1440150.0,1368223,-71927.0,-4.994410304482172
80-84,male,2057,1141182.0,1060542,-80640.0,-7.06635751352545
85-89,male,2057,907570.0,830705,-76865.0,-8.469319170973037
90-94,male,2057,497973.0,446064,-51909.0,-10.424059135736275
95-99,male,2057,147440.0,124103,-23337.0,-15.828133478024958
0-4,female,2057,1622320.0,1451946,-170374.0,-10.501873859657774
5-9,female,2057,1698415.0,1523020,-175395.0,-10.326981332595391
10-14,female,2057,1749649.0,1569388,-180261.0,-10.302694997682392
15-19,female,2057,1753392.0,1608901,-144491.0,-8.240655825964758
20-24,female,2057,1764107.0,1755513,-8594.0,-0.4871586587434888
25-29,female,2057,1781137.0,1866459,85322.0,4.790310908144629
30-34,female,2057,1801000.0,1981248,180248.0,10.0082176568573
35-39,female,2057,1838293.0,2141022,302729.0,16.46794063840748
40-44,female,2057,1962532.0,2263752,301220.0,15.34853953973744
45-49,female,2057,1976994.0,2315824,338830.0,17.138645843133567
50-54,female,2057,1789205.0,2209834,420629.0,23.50926808275183
55-59,female,2057,1734931.0,2174997,440066.0,25.365043336017397
60-64,female,2057,1831012.0,2155415,324403.0,17.717142214250917
65-69,female,2057,1885979.0,2092005,206026.0,10.924087701930931
70-74,female,2057,1779459.0,1855367,75908.0,4.2657908948731045
75-79,female,2057,1603801.0,1598458,-5343.0,-0.3331460698677704
80-84,female,2057,1325921.0,1298143,-27778.0,-2.094996609903607
85-89,female,2057,1143910.0,1124576,-19334.0,-1.6901679327919152
90-94,female,2057,694922.0,698117,3195.0,0.459763829609654
95-99,female,2057,232856.0,235164,2308.0,0.9911705088123132
0-4,persons,2057,3324506.0,2979147,-345359.0,-10.388280243741477
5-9,persons,2057,3479333.0,3126995,-352338.0,-10.1265961033336
10-14,persons,2057,3586555.0,3222555,-364000.0,-10.149014862451573
15-19,persons,2057,3602626.0,3309056,-293570.0,-8.148778141278058
20-24,persons,2057,3635427.0,3615497,-19930.0,-0.5482162067894638
25-29,persons,2057,3667049.0,3832937,165888.0,4.523746478435385
30-34,persons,2057,3697121.0,4056378,359257.0,9.717209688295297
35-39,persons,2057,3759294.0,4376215,616921.0,16.410554747779766
40-44,persons,2057,4002368.0,4615288,612920.0,15.31393415098262
45-49,persons,2057,4018339.0,4713697,695358.0,17.30461267702899
50-54,persons,2057,3630204.0,4504227,874023.0,24.076415540283687
55-59,persons,2057,3504792.0,4344961,840169.0,23.97200746863152
60-64,persons,2057,3669276.0,4208586,539310.0,14.697994917798498
65-69,persons,2057,3703395.0,3994300,290905.0,7.855089721728306
70-74,persons,2057,3419487.0,3483456,63969.0,1.870719204371884
75-79,persons,2057,3043951.0,2966681,-77270.0,-2.538477130545137
80-84,persons,2057,2467103.0,2358685,-108418.0,-4.394546964597748
85-89,persons,2057,2051480.0,1955281,-96199.0,-4.689248737496832
90-94,persons,2057,1192895.0,1144181,-48714.0,-4.083678781451846
95-99,persons,2057,380296.0,359267,-21029.0,-5.529640069840335
0-4,male,2058,1698400.0,1520048,-178352.0,-10.501177578897783
5-9,male,2058,1773489.0,1595828,-177661.0,-10.01759807926635
10-14,male,2058,1836350.0,1652556,-183794.0,-10.00865848013723
15-19,male,2058,1862056.0,1705472,-156584.0,-8.40919929368397
20-24,male,2058,1885835.0,1864777,-21058.0,-1.1166406392924089
25-29,male,2058,1891750.0,1968378,76628.0,4.050640940927712
30-34,male,2058,1895848.0,2078891,183043.0,9.654940691447838
35-39,male,2058,1905852.0,2209165,303313.0,15.914824445969572
40-44,male,2058,2018001.0,2333705,315704.0,15.64439264400761
45-49,male,2058,2054113.0,2396630,342517.00000000023,16.674691217084955
50-54,male,2058,1891820.0,2316876,425056.0,22.468099502066792
55-59,male,2058,1751391.0,2181202,429811.0,24.54112188540423
60-64,male,2058,1827166.0,2071340,244174.0,13.363536755828424
65-69,male,2058,1817508.0,1916397,98889.0,5.4409114017654945
70-74,male,2058,1656590.0,1662129,5539.0,0.3343615499308821
75-79,male,2058,1468288.0,1398682,-69606.0,-4.740623093017174
80-84,male,2058,1132040.0,1052448,-79592.0,-7.0308469665382844
85-89,male,2058,903604.0,824957,-78647.0,-8.703702064178556
90-94,male,2058,505528.0,452582,-52946.0,-10.473406023009606
95-99,male,2058,155238.0,130254,-24984.0,-16.09399760367951
0-4,female,2058,1618706.0,1445131,-173575.0,-10.723071391593038
5-9,female,2058,1691324.0,1515249,-176075.0,-10.41048314811355
10-14,female,2058,1749112.0,1568806,-180306.0,-10.308430792310611
15-19,female,2058,1765610.0,1613964,-151646.0,-8.588872967416359
20-24,female,2058,1777914.0,1760058,-17856.0,-1.004323043746773
25-29,female,2058,1786667.0,1868214,81547.0,4.564196909664756
30-34,female,2058,1800672.0,1985100,184428.0,10.242176254198434
35-39,female,2058,1825023.0,2114664,289641.0,15.870539713746073
40-44,female,2058,1941614.0,2247181,305567.0,15.737783102099591
45-49,female,2058,1988283.0,2314067,325784.0,16.385192651146742
50-54,female,2058,1838402.0,2232997,394595.0,21.464021470820853
55-59,female,2058,1715221.0,2165479,450258.0,26.250728040293343
60-64,female,2058,1814372.0,2159043,344671.0,18.99671070761674
65-69,female,2058,1873397.0,2095553,222156.0,11.858458191189587
70-74,female,2058,1792263.0,1895869,103606.0,5.780736420938222
75-79,female,2058,1640370.0,1640957,587.0,0.0357846095697921
80-84,female,2058,1311561.0,1287814,-23747.0,-1.8105905863318597
85-89,female,2058,1134633.0,1113612,-21021.0,-1.852669541605083
90-94,female,2058,703653.0,706927,3274.0,0.4652861566709728
95-99,female,2058,244588.0,246631,2043.0,0.8352821888236545
0-4,persons,2058,3317106.0,2965179,-351927.0,-10.609458968148742
5-9,persons,2058,3464813.0,3111077,-353736.0,-10.209382151359971
10-14,persons,2058,3585462.0,3221362,-364100.0,-10.154897750973236
15-19,persons,2058,3627666.0,3319436,-308230.0,-8.496647706817551
20-24,persons,2058,3663749.0,3624835,-38914.0,-1.0621360797369033
25-29,persons,2058,3678417.0,3836592,158175.0,4.300083432628764
30-34,persons,2058,3696520.0,4063991,367471.0,9.940998560808543
35-39,persons,2058,3730875.0,4323829,592954.0,15.893161791804872
40-44,persons,2058,3959615.0,4580886,621271.0,15.6901870510138
45-49,persons,2058,4042396.0,4710697,668301.0,16.53229916119054
50-54,persons,2058,3730222.0,4549873,819651.0,21.973249849472765
55-59,persons,2058,3466612.0,4346681,880069.0,25.387006102788547
60-64,persons,2058,3641538.0,4230383,588845.0,16.170228073962157
65-69,persons,2058,3690905.0,4011950,321045.0,8.698273187741218
70-74,persons,2058,3448853.0,3557998,109145.0,3.164675328290304
75-79,persons,2058,3108658.0,3039639,-69019.0,-2.2202184994296577
80-84,persons,2058,2443601.0,2340262,-103339.0,-4.228963730167077
85-89,persons,2058,2038237.0,1938569,-99668.0,-4.889912213349086
90-94,persons,2058,1209181.0,1159509,-49672.0,-4.107904441105178
95-99,persons,2058,399826.0,376885,-22941.0,-5.737745919474971
0-4,male,2059,1696048.0,1513901,-182147.0,-10.739495580313765
5-9,male,2059,1766066.0,1587262,-178804.0,-10.124423436043726
10-14,male,2059,1833657.0,1650206,-183451.0,-10.004651905999868
15-19,male,2059,1872266.0,1709875,-162391.0,-8.673500453461207
20-24,male,2059,1901553.0,1870093,-31460.0,-1.65443718897133
25-29,male,2059,1899435.0,1970643,71208.0,3.7489042794304623
30-34,male,2059,1896027.0,2083455,187428.0,9.885302266265196
35-39,male,2059,1902283.0,2185030,282747.0,14.863561310278229
40-44,male,2059,1991042.0,2321633,330591.0,16.603918952990444
45-49,male,2059,2062366.0,2390475,328109.0,15.909348777084183
50-54,male,2059,1931504.0,2327219,395715.0,20.487402562976833
55-59,male,2059,1744039.0,2196545,452506.0,25.945864742703577
60-64,male,2059,1812186.0,2088142,275956.0,15.227796705194722
65-69,male,2059,1820285.0,1935371,115086.0,6.322416544661963
70-74,male,2059,1673564.0,1695597,22033.0,1.3165316653560903
75-79,male,2059,1478325.0,1413460,-64865.0,-4.387736120271253
80-84,male,2059,1147887.0,1068255,-79632.0,-6.937268215425386
85-89,male,2059,892142.0,813124,-79018.0,-8.857110190978567
90-94,male,2059,512035.99999999994,458237,-53798.99999999994,-10.5068784226109
95-99,male,2059,163179.0,136352,-26827.0,-16.44022821564049
0-4,female,2059,1616462.0,1439271,-177191.0,-10.961655764255516
5-9,female,2059,1684241.0,1507085,-177156.0,-10.518447181846303
10-14,female,2059,1746538.0,1566552,-179986.0,-10.305301115692874
15-19,female,2059,1775326.0,1618163,-157163.0,-8.852627630080335
20-24,female,2059,1792873.0,1765112,-27761.0,-1.5484086156688175
25-29,female,2059,1793970.0,1870323,76353.0,4.256091238983929
30-34,female,2059,1800773.0,1989604,188831.0,10.486107910325176
35-39,female,2059,1821448.0,2091242,269794.0,14.81206161251927
40-44,female,2059,1916598.0,2233861,317263.0,16.553445219080892
45-49,female,2059,1995209.0,2309011,313802.0,15.727775887137636
50-54,female,2059,1876505.0,2246294,369789.0,19.706262440014815
55-59,female,2059,1707118.0,2162929,455811.0,26.700614720247813
60-64,female,2059,1797454.0,2157963,360509.0,20.05664679040465
65-69,female,2059,1864343.0,2105302,240959.0,12.92460668449958
70-74,female,2059,1802565.0,1932405,129840.0,7.20306896006524
75-79,female,2059,1653961.0,1663048,9087.0,0.549408359689255
80-84,female,2059,1326758.0,1308064,-18694.0,-1.4089984759843168
85-89,female,2059,1116760.0,1094816,-21944.0,-1.9649700920520077
90-94,female,2059,710763.0,713913,3150.0,0.4431857032512947
95-99,female,2059,256458.00000000003,257979,1520.999999999971,0.5930795685843182
0-4,persons,2059,3312510.0,2953172,-359338.0,-10.8479068742434
5-9,persons,2059,3450307.0,3094347,-355960.0,-10.316763117021182
10-14,persons,2059,3580195.0,3216758,-363437.0,-10.15131857342966
15-19,persons,2059,3647592.0,3328038,-319554.0,-8.76068376068376
20-24,persons,2059,3694426.0,3635205,-59221.0,-1.6029824389499208
25-29,persons,2059,3693405.0,3840966,147561.0,3.995256409735732
30-34,persons,2059,3696800.0,4073059,376259.0,10.177964726249728
35-39,persons,2059,3723731.0,4276272,552541.0,14.838370440829374
40-44,persons,2059,3907640.0,4555494,647854.0,16.579162870684097
45-49,persons,2059,4057575.0,4699486,641911.0,15.820064940266048
50-54,persons,2059,3808009.0,4573513,765504.0,20.102473497305283
55-59,persons,2059,3451157.0,4359474,908317.0,26.3192025167212
60-64,persons,2059,3609640.0,4246105,636465.0,17.63236777074722
65-69,persons,2059,3684628.0,4040673,356045.0,9.662983617342103
70-74,persons,2059,3476129.0,3628002,151873.0,4.36902658100433
75-79,persons,2059,3132286.0,3076508,-55778.0,-1.7807441593775282
80-84,persons,2059,2474645.0,2376319,-98326.0,-3.9733375898361176
85-89,persons,2059,2008902.0,1907940,-100962.0,-5.025730473661731
90-94,persons,2059,1222799.0,1172150,-50649.0,-4.142054417774303
95-99,persons,2059,419637.0,394331,-25306.0,-6.030450127133689
0-4,male,2060,1695184.0,1508854,-186330.0,-10.99172715174282
5-9,male,2060,1759092.0,1578590,-180502.0,-10.261089243768945
10-14,male,2060,1829110.0,1646167,-182943.0,-10.001749484722078
15-19,male,2060,1879799.0,1713189,-166610.0,-8.863181648676267
20-24,male,2060,1917769.0,1875772,-41997.0,-2.189888354645424
25-29,male,2060,1908875.0,1973413,64538.0,3.3809442734594986
30-34,male,2060,1897089.0,2086630,189541.0,9.991149598147478
35-39,male,2060,1897301.0,2167249,269948.0,14.228000723132492
40-44,male,2060,1966154.0,2305448,339294.0,17.25673573890957
45-49,male,2060,2063497.0,2380707,317210.00000000023,15.372447839759412
50-54,male,2060,1971458.0,2340936,369478.0,18.741357918860057
55-59,male,2060,1751391.0,2217132,465741.0,26.592634083422833
60-64,male,2060,1796620.0,2100806,304186.0,16.931014905767498
65-69,male,2060,1807550.0,1945918,138368.0,7.655002627866449
70-74,male,2060,1688823.0,1724309,35486.0,2.101226712331606
75-79,male,2060,1487857.0,1429064,-58793.0,-3.951522222901797
80-84,male,2060,1175752.0,1095727,-80025.0,-6.8062822772149225
85-89,male,2060,881897.0,803720,-78177.0,-8.864640655314624
90-94,male,2060,515485.0,460642,-54843.0,-10.639106860529404
95-99,male,2060,170496.0,142014,-28482.0,-16.70537725225225
0-4,female,2060,1615635.0,1434454,-181181.0,-11.214228461255171
5-9,female,2060,1677582.0,1498825,-178757.0,-10.655634121014652
10-14,female,2060,1742202.0,1562691,-179511.0,-10.303684647360065
15-19,female,2060,1782492.0,1621325,-161167.0,-9.041667508185167
20-24,female,2060,1808305.0,1770517,-37788.0,-2.089691727888824
25-29,female,2060,1802938.0,1872910,69972.0,3.8809986810417216
30-34,female,2060,1801734.0,1992682,190948.0,10.598012803221785
35-39,female,2060,1816558.0,2072838,256280.0,14.107999854670206
40-44,female,2060,1894090.0,2218018,323928.0,17.10203844590278
45-49,female,2060,1994487.0,2300141,305654.0,15.324943205947196
50-54,female,2060,1914973.0,2263994,349021.0,18.225896657550784
55-59,female,2060,1715056.0,2166786,451730.0,26.339081639316735
60-64,female,2060,1778543.0,2154214,375671.0,21.122401876142437
65-69,female,2060,1846724.0,2103826,257102.0,13.92205873752656
70-74,female,2060,1807385.0,1962045,154660.0,8.557114283896347
75-79,female,2060,1660204.0,1683437,23233.0,1.399406338016292
80-84,female,2060,1358763.0,1344381,-14382.0,-1.0584627341191952
85-89,female,2060,1100371.0,1079178,-21193.0,-1.9259867808221045
90-94,female,2060,713166.0,715858,2692.0,0.3774717246756014
95-99,female,2060,267483.0,268520,1037.0,0.3876881895298019
0-4,persons,2060,3310819.0,2943308,-367511.0,-11.10030478863387
5-9,persons,2060,3436674.0,3077415,-359259.0,-10.45368283404245
10-14,persons,2060,3571312.0,3208858,-362454.0,-10.149043264772162
15-19,persons,2060,3662291.0,3334514,-327777.0,-8.950053395538477
20-24,persons,2060,3726074.0,3646289,-79785.0,-2.1412618214238366
25-29,persons,2060,3711813.0,3846323,134510.0,3.6238355757684992
30-34,persons,2060,3698823.0,4079312,380489.0,10.286758787863056
35-39,persons,2060,3713859.0,4240087,526228.0,14.169304758204335
40-44,persons,2060,3860244.0,4523466,663222.0,17.1808310562752
45-49,persons,2060,4057984.0,4680848,622864.0,15.349099454310316
50-54,persons,2060,3886431.0,4604930,718499.0,18.487373119450726
55-59,persons,2060,3466447.0,4383918,917471.0,26.467186718850744
60-64,persons,2060,3575163.0,4255020,679857.0,19.016111992655997
65-69,persons,2060,3654274.0,4049744,395470.0,10.822122260126088
70-74,persons,2060,3496208.0,3686354,190146.0,5.4386352299405525
75-79,persons,2060,3148061.0,3112501,-35560.0,-1.1295842107252687
80-84,persons,2060,2534515.0,2440108,-94407.0,-3.7248546566108303
85-89,persons,2060,1982268.0,1882898,-99370.0,-5.012944768315888
90-94,persons,2060,1228651.0,1176500,-52151.0,-4.244573927014262
95-99,persons,2060,437979.0,410534,-27445.0,-6.266282173346211
